130.0901,53.66
120.4011,51.32
129.7268,61.70
121.1761,59.79
117.2417,69.48
101.4047,47.90
94.5001,59.95
67.9328,53.35
100.2129,58.81
102.4387,45.35
98.2779,67.06
91.4096,74.99
87.1344,66.49
72.9902,56.19
89.3449,65.98
82.4191,55.86
70.3797,63.31
68.0097,72.32
67.9218,65.85
74.3897,57.24
78.7571,49.82
98.5135,53.88
78.3058,59.28
79.9751,48.53
67.2992,71.54
89.0448,54.33
67.4764,77.25
83.1026,62.16
79.7848,79.84
90.4515,64.91
81.6281,50.64
84.1407,51.74
79.1522,64.16
75.4424,78.57
86.1686,60.04
92.7534,69.85
87.0065,54.86
75.3751,65.07
75.8332,58.08
77.0143,58.96
73.5442,66.67
83.2634,65.00
87.7798,58.78
77.1481,66.19
79.9652,73.91
84.7782,63.27
89.4154,70.67
72.0467,57.33
96.8941,66.89
77.9912,70.48
88.4626,69.77
70.9705,77.95
69.7113,62.22
76.5245,41.52
70.8441,63.79
90.1068,65.47
88.2546,66.55
68.1208,75.10
74.5951,63.91
72.7129,63.92
71.5499,61.97
62.6172,71.56
66.5437,60.14
62.6887,68.62
71.6956,77.80
78.0536,62.85
91.2978,64.90
76.3500,74.04
56.0498,81.91
62.1196,67.76
61.4186,64.38
80.2537,63.18
103.6192,58.36
77.4384,59.82
72.7573,64.64
84.9099,61.69
78.5410,53.50
82.6007,77.58
66.1836,72.46
74.2573,65.03
68.4744,76.16
71.2560,69.92
64.3866,63.79
84.3676,59.64
76.7008,66.92
88.2280,55.45
86.6480,64.76
77.4230,64.18
94.5896,69.92
83.2796,51.21
74.6799,46.16
83.4433,51.31
82.6321,58.81
84.6918,72.97
79.5941,63.19
68.3238,76.25
75.7098,51.09
71.2568,57.55
73.2343,61.83
84.3233,79.09
76.8023,59.90
76.1492,70.46
69.9129,75.92
77.8972,76.95
82.2483,69.41
63.1555,63.61
71.9298,64.45
61.0474,61.84
72.5674,52.52
72.7906,73.91
57.3971,66.38
76.3622,65.15
61.0970,78.77
51.2948,66.22
60.7822,70.01
63.6144,70.11
64.7182,78.53
57.1472,68.39
67.4674,56.70
74.2956,66.48
66.6611,72.13
73.5971,75.27
84.2489,68.12
85.8068,62.60
63.3589,60.35
56.2148,63.21
66.4885,58.71
66.0122,65.83
78.8932,64.52
63.5305,66.68
75.5370,71.70
71.6225,55.64
84.0017,61.15
70.2781,63.66
83.5443,63.65
67.6549,73.04
78.5312,72.70
76.0932,73.70
60.7042,63.89
59.4658,72.56
86.5724,68.40
79.9548,67.19
92.4179,75.03
66.5050,75.80
73.1218,72.60
76.2111,74.38
75.3082,78.83
84.0586,77.93
80.1363,74.16
72.3586,68.10
64.8029,77.42
62.6722,74.19
54.8322,76.11
65.4831,72.37
57.8676,79.01
68.9366,72.63
73.5556,80.20
73.3211,65.35
76.8273,76.74
68.9425,79.51
62.4150,78.64
84.0252,69.54
66.5344,77.62
80.2114,67.26
73.4338,77.91
55.5774,74.14
69.7850,70.26
70.9049,71.43
76.2796,68.32
75.3376,68.24
80.9956,71.12
58.1821,69.25
82.5232,67.69
72.5622,72.84
67.7524,73.68
68.0316,79.70
71.9178,81.96
67.6937,75.75
68.4903,66.22
75.6345,80.58
63.8934,84.79
63.3273,81.48
60.8596,68.91
78.2616,64.04
73.7023,74.98
77.9763,84.06
72.5024,79.99
72.9279,65.10
72.4678,70.83
88.4379,70.95
74.8422,75.44
72.7370,72.09
75.3580,67.20
57.7239,60.83
68.3335,66.28
57.1681,71.65
71.3676,70.98
71.3020,77.96
71.5765,78.55
66.3712,69.11
69.5030,72.97
75.4210,60.75
79.5202,68.50
62.5622,66.75
72.5995,71.51
73.5029,64.78
71.9325,77.08
65.1294,69.44
85.2560,71.93
69.3628,74.11
74.6888,68.04
91.8299,72.49
84.9363,66.64
68.4067,73.01
70.9673,83.90
66.2623,77.02
72.0116,76.76
70.0723,72.51
55.5408,80.31
55.3970,80.31
62.8479,81.59
57.5376,79.56
72.6233,70.90
71.0690,79.75
64.3442,72.32
71.5345,68.33
57.1724,86.48
73.5340,74.82
76.7262,77.05
62.6375,61.47
58.0133,78.34
69.1957,78.04
70.2754,74.88
69.8784,73.57
67.1974,84.14
74.4561,76.05
66.4786,78.82
63.6128,77.91
61.2436,82.42
75.9462,71.01
59.2146,65.42
80.4826,85.26
88.8978,51.58
74.7867,70.61
78.7443,72.15
69.1006,75.05
65.6983,87.96
65.2731,77.59
59.4550,73.39
92.3441,76.20
69.9016,71.31
64.1480,72.55
70.9606,69.52
80.5908,69.90
86.3199,71.97
87.4930,68.62
69.3359,76.12
65.9931,70.66
67.0459,79.39
70.9809,75.21
63.7174,72.77
73.1863,62.55
73.2407,72.87
66.2662,87.02
68.8950,77.27
61.9925,71.06
54.4441,68.03
63.3801,79.43
72.6026,82.53
64.7044,70.90
60.8650,84.21
65.1411,67.67
69.7433,62.61
61.8161,76.94
67.0055,81.64
65.1737,74.06
74.1677,70.87
65.4821,69.83
59.8140,71.16
66.7286,74.95
70.6773,72.75
69.9829,72.48
74.8882,67.98
57.4458,77.57
67.4078,76.89
57.9968,72.63
61.7471,92.97
91.8516,75.15
66.0054,74.99
67.1860,79.76
58.7646,82.37
65.4430,71.34
81.6201,77.39
73.7864,84.54
64.0274,77.49
64.5912,78.45
64.3135,82.21
62.6913,74.41
68.1022,82.98
58.7350,80.29
58.1288,78.77
62.5403,82.39
56.2908,71.30
64.1141,82.27
76.8869,73.53
80.2684,82.77
70.0296,81.28
71.6365,83.76
64.6219,80.82
59.1119,74.15
73.7043,84.30
59.0319,78.58
64.2583,78.23
59.3571,85.80
59.3620,82.03
57.3978,84.64
63.7093,71.66
57.9857,77.54
72.2270,76.50
67.9507,83.69
64.9481,76.00
59.3002,81.28
57.6512,80.90
68.9849,75.15
58.9615,82.06
57.8835,68.05
58.0513,83.78
62.3292,71.69
51.6229,77.07
66.0383,77.83
56.1924,78.24
75.7900,70.35
57.7654,94.35
52.0685,84.91
61.2068,77.33
54.0334,81.59
72.4596,66.68
71.3800,72.34
60.7271,73.50
63.1870,75.76
68.4187,74.01
64.1741,78.55
64.5159,77.50
74.6016,85.17
58.0249,73.27
75.3525,73.75
72.0643,70.14
61.7683,82.01
57.1745,81.31
68.9397,78.75
64.4933,77.94
55.6178,82.69
55.6441,83.56
64.7042,83.77
63.9301,66.63
75.1083,83.15
63.3610,80.89
72.9465,83.64
65.5162,79.95
59.7782,71.34
58.4056,70.49
65.7516,74.78
62.7194,80.34
58.5025,74.09
66.6904,78.36
64.2552,68.33
58.9025,74.51
